"Step","centralized_office_home_epochs_200 - train/invariance_loss","centralized_office_home_epochs_200 - train/invariance_loss__MIN","centralized_office_home_epochs_200 - train/invariance_loss__MAX"
"43","0.21706306437651315","0.21706306437651315","0.21706306437651315"
"44","0.2164806773265203","0.2164806773265203","0.2164806773265203"
"45","0.21774741179413265","0.21774741179413265","0.21774741179413265"
"46","0.21588559614287484","0.21588559614287484","0.21588559614287484"
"47","0.2236718303627438","0.2236718303627438","0.2236718303627438"
"48","0.21641668346193102","0.21641668346193102","0.21641668346193102"
"49","0.2171299871471193","0.2171299871471193","0.2171299871471193"
"50","0.21723220745722452","0.21723220745722452","0.21723220745722452"
"51","0.21784626113043892","0.21784626113043892","0.21784626113043892"
"52","0.21761515571011436","0.21761515571011436","0.21761515571011436"
"53","0.21860513587792715","0.21860513587792715","0.21860513587792715"
"54","0.21887662344508702","0.21887662344508702","0.21887662344508702"
"55","0.21742124689949882","0.21742124689949882","0.21742124689949882"
"56","0.21388117803467643","0.21388117803467643","0.21388117803467643"
"57","0.22319785257180533","0.22319785257180533","0.22319785257180533"
"58","0.22060698767503104","0.22060698767503104","0.22060698767503104"
"59","0.22139219608571795","0.22139219608571795","0.22139219608571795"
"60","0.2215375453233719","0.2215375453233719","0.2215375453233719"
"61","0.21775471998585594","0.21775471998585594","0.21775471998585594"
"62","0.2218897607591417","0.2218897607591417","0.2218897607591417"
"63","0.22129733032650417","0.22129733032650417","0.22129733032650417"
"64","0.21865995890564388","0.21865995890564388","0.21865995890564388"
"65","0.21820481618245444","0.21820481618245444","0.21820481618245444"
"66","0.21874134076966179","0.21874134076966179","0.21874134076966179"
"67","0.22268335852358076","0.22268335852358076","0.22268335852358076"
"68","0.2201282497909334","0.2201282497909334","0.2201282497909334"
"69","0.21909243365128836","0.21909243365128836","0.21909243365128836"
"70","0.22176489896244472","0.22176489896244472","0.22176489896244472"
"71","0.2205932918522093","0.2205932918522093","0.2205932918522093"
"72","0.22369026641050974","0.22369026641050974","0.22369026641050974"
"73","0.21972557736767662","0.21972557736767662","0.21972557736767662"
"74","0.2165719469388326","0.2165719469388326","0.2165719469388326"
"75","0.22250778476397196","0.22250778476397196","0.22250778476397196"
"76","0.22013049655490452","0.22013049655490452","0.22013049655490452"
"77","0.22288856075869667","0.22288856075869667","0.22288856075869667"
"78","0.22315501504474217","0.22315501504474217","0.22315501504474217"
"79","0.21865703993373448","0.21865703993373448","0.21865703993373448"
"80","0.22802664008405474","0.22802664008405474","0.22802664008405474"
"81","0.21999575363265145","0.21999575363265145","0.21999575363265145"
"82","0.2228597750266393","0.2228597750266393","0.2228597750266393"
"83","0.21856089764171177","0.21856089764171177","0.21856089764171177"
"84","0.22220204439428118","0.22220204439428118","0.22220204439428118"
"85","0.22632652852270338","0.22632652852270338","0.22632652852270338"
"86","0.22513906326558855","0.22513906326558855","0.22513906326558855"
"87","0.22139013475841945","0.22139013475841945","0.22139013475841945"
"88","0.22361580696370867","0.22361580696370867","0.22361580696370867"
"89","0.22338941196600595","0.22338941196600595","0.22338941196600595"
"90","0.22744035058551365","0.22744035058551365","0.22744035058551365"
"91","0.22236575186252594","0.22236575186252594","0.22236575186252594"
"92","0.22339855631192526","0.22339855631192526","0.22339855631192526"
"93","0.22324435744020674","0.22324435744020674","0.22324435744020674"
"94","0.22213484843571982","0.22213484843571982","0.22213484843571982"
"95","0.22429587112532723","0.22429587112532723","0.22429587112532723"
"96","0.22816050549348196","0.22816050549348196","0.22816050549348196"
"97","0.22267647915416294","0.22267647915416294","0.22267647915416294"
"98","0.21830135915014479","0.21830135915014479","0.21830135915014479"
"99","0.2284553200006485","0.2284553200006485","0.2284553200006485"
"100","0.22472132245699564","0.22472132245699564","0.22472132245699564"
"101","0.22762790156735313","0.22762790156735313","0.22762790156735313"
"102","0.21668706172042423","0.21668706172042423","0.21668706172042423"
"103","0.2227481636736128","0.2227481636736128","0.2227481636736128"
"104","0.22842167483435738","0.22842167483435738","0.22842167483435738"
"105","0.2219255632824368","0.2219255632824368","0.2219255632824368"
"106","0.2236179444524977","0.2236179444524977","0.2236179444524977"
"107","0.2251888463894526","0.2251888463894526","0.2251888463894526"
"108","0.22372408542368147","0.22372408542368147","0.22372408542368147"
"109","0.22296644912825692","0.22296644912825692","0.22296644912825692"
"110","0.2221950822406345","0.2221950822406345","0.2221950822406345"
"111","0.22565689351823595","0.22565689351823595","0.22565689351823595"
"112","0.22998757991525862","0.22998757991525862","0.22998757991525862"
"113","0.2191270887851715","0.2191270887851715","0.2191270887851715"
"114","0.22483874360720316","0.22483874360720316","0.22483874360720316"
"115","0.22476722300052643","0.22476722300052643","0.22476722300052643"
"116","0.22640886902809143","0.22640886902809143","0.22640886902809143"
"117","0.22395581834846073","0.22395581834846073","0.22395581834846073"
"118","0.22632828023698595","0.22632828023698595","0.22632828023698595"
"119","0.22382910549640656","0.22382910549640656","0.22382910549640656"
"120","0.22578961650530496","0.22578961650530496","0.22578961650530496"
"121","0.2198894570271174","0.2198894570271174","0.2198894570271174"
"122","0.22701151172320047","0.22701151172320047","0.22701151172320047"
"123","0.2243651118543413","0.2243651118543413","0.2243651118543413"
"124","0.2241298026508755","0.2241298026508755","0.2241298026508755"
"125","0.22263295120663112","0.22263295120663112","0.22263295120663112"
"126","0.22621887094444698","0.22621887094444698","0.22621887094444698"
"127","0.22699302434921265","0.22699302434921265","0.22699302434921265"
"128","0.22354147997167376","0.22354147997167376","0.22354147997167376"
"129","0.22469281984700096","0.22469281984700096","0.22469281984700096"
"130","0.22348095145490435","0.22348095145490435","0.22348095145490435"
"131","0.22154573930634391","0.22154573930634391","0.22154573930634391"
"132","0.2256990290350384","0.2256990290350384","0.2256990290350384"
"133","0.22764614555570814","0.22764614555570814","0.22764614555570814"
"134","0.2250460750526852","0.2250460750526852","0.2250460750526852"
"135","0.2246702859799067","0.2246702859799067","0.2246702859799067"
"136","0.22581005262004006","0.22581005262004006","0.22581005262004006"
"137","0.22586780786514282","0.22586780786514282","0.22586780786514282"
"138","0.2227956321504381","0.2227956321504381","0.2227956321504381"
"139","0.22267633179823557","0.22267633179823557","0.22267633179823557"
"140","0.22321827047401005","0.22321827047401005","0.22321827047401005"
"141","0.22847821480698055","0.22847821480698055","0.22847821480698055"
"142","0.2287605388296975","0.2287605388296975","0.2287605388296975"
"143","0.22702271574073368","0.22702271574073368","0.22702271574073368"
"144","0.21986252235041726","0.21986252235041726","0.21986252235041726"
"145","0.22273565000957912","0.22273565000957912","0.22273565000957912"
"146","0.22121855782137978","0.22121855782137978","0.22121855782137978"
"147","0.2255831178691652","0.2255831178691652","0.2255831178691652"
"148","0.22550909221172333","0.22550909221172333","0.22550909221172333"
"149","0.22008695701758066","0.22008695701758066","0.22008695701758066"
"150","0.2246001578039593","0.2246001578039593","0.2246001578039593"
"151","0.22753767172495523","0.22753767172495523","0.22753767172495523"
"152","0.2236754513449139","0.2236754513449139","0.2236754513449139"
"153","0.22324739562140572","0.22324739562140572","0.22324739562140572"
"154","0.22531058390935263","0.22531058390935263","0.22531058390935263"
"155","0.22756978372732797","0.22756978372732797","0.22756978372732797"
"156","0.22448313567373487","0.22448313567373487","0.22448313567373487"
"157","0.2265168378750483","0.2265168378750483","0.2265168378750483"
"158","0.21902130213048723","0.21902130213048723","0.21902130213048723"
"159","0.2234756482972039","0.2234756482972039","0.2234756482972039"
"160","0.22296503517362806","0.22296503517362806","0.22296503517362806"
"161","0.22032767368687523","0.22032767368687523","0.22032767368687523"
"162","0.22398095660739475","0.22398095660739475","0.22398095660739475"
"163","0.22929031981362236","0.22929031981362236","0.22929031981362236"
"164","0.22299806939231026","0.22299806939231026","0.22299806939231026"
"165","0.22493954665131038","0.22493954665131038","0.22493954665131038"
"166","0.2251643074883355","0.2251643074883355","0.2251643074883355"
"167","0.22113497058550516","0.22113497058550516","0.22113497058550516"
"168","0.220785324772199","0.220785324772199","0.220785324772199"
"169","0.22120274603366852","0.22120274603366852","0.22120274603366852"
"170","0.22303550276491377","0.22303550276491377","0.22303550276491377"
"171","0.22845081322722965","0.22845081322722965","0.22845081322722965"
"172","0.22442879445023006","0.22442879445023006","0.22442879445023006"
"173","0.21832236150900522","0.21832236150900522","0.21832236150900522"
"174","0.22303717997339037","0.22303717997339037","0.22303717997339037"
"175","0.2305551204416487","0.2305551204416487","0.2305551204416487"
"176","0.22128544913397896","0.22128544913397896","0.22128544913397896"
"177","0.22817296451992458","0.22817296451992458","0.22817296451992458"
"178","0.221172829469045","0.221172829469045","0.221172829469045"
"179","0.2278588745329115","0.2278588745329115","0.2278588745329115"
"180","0.22796544267071617","0.22796544267071617","0.22796544267071617"
"181","0.22475590308507284","0.22475590308507284","0.22475590308507284"
"182","0.22058948377768198","0.22058948377768198","0.22058948377768198"
"183","0.22790602842966715","0.22790602842966715","0.22790602842966715"
"184","0.222987186577585","0.222987186577585","0.222987186577585"
"185","0.22506694164541033","0.22506694164541033","0.22506694164541033"
"186","0.21823657717969683","0.21823657717969683","0.21823657717969683"
"187","0.22889516088697645","0.22889516088697645","0.22889516088697645"
"188","0.2222344825665156","0.2222344825665156","0.2222344825665156"
"189","0.22534711493386161","0.22534711493386161","0.22534711493386161"
"190","0.22537901997566223","0.22537901997566223","0.22537901997566223"
"191","0.22055171761247847","0.22055171761247847","0.22055171761247847"
"192","0.2218414627843433","0.2218414627843433","0.2218414627843433"
"193","0.22176352474424574","0.22176352474424574","0.22176352474424574"
"194","0.2312088194820616","0.2312088194820616","0.2312088194820616"
"195","0.22546788222259945","0.22546788222259945","0.22546788222259945"
"196","0.22821236153443655","0.22821236153443655","0.22821236153443655"
"197","0.22171203792095184","0.22171203792095184","0.22171203792095184"
"198","0.2281720091899236","0.2281720091899236","0.2281720091899236"
"199","0.21809887223773533","0.21809887223773533","0.21809887223773533"
"200","0.22475253376695845","0.22475253376695845","0.22475253376695845"
