"Step","centralized_office_home_epochs_200 - train/variance_loss","centralized_office_home_epochs_200 - train/variance_loss__MIN","centralized_office_home_epochs_200 - train/variance_loss__MAX"
"91","1.075710588031345","1.075710588031345","1.075710588031345"
"92","1.0800192091200087","1.0800192091200087","1.0800192091200087"
"93","1.076152867741055","1.076152867741055","1.076152867741055"
"94","1.073449280526903","1.073449280526903","1.073449280526903"
"95","1.0743841992484198","1.0743841992484198","1.0743841992484198"
"96","1.0732602145936754","1.0732602145936754","1.0732602145936754"
"97","1.0734376112620037","1.0734376112620037","1.0734376112620037"
"98","1.0710817178090413","1.0710817178090413","1.0710817178090413"
"99","1.066603461901347","1.066603461901347","1.066603461901347"
"100","1.068157474199931","1.068157474199931","1.068157474199931"
"101","1.0681166251500447","1.0681166251500447","1.0681166251500447"
"102","1.0662155946095784","1.0662155946095784","1.0662155946095784"
"103","1.064517617225647","1.064517617225647","1.064517617225647"
"104","1.0629915793736775","1.0629915793736775","1.0629915793736775"
"105","1.0621796316570706","1.0621796316570706","1.0621796316570706"
"106","1.0611071189244587","1.0611071189244587","1.0611071189244587"
"107","1.0595842732323542","1.0595842732323542","1.0595842732323542"
"108","1.0617207951015897","1.0617207951015897","1.0617207951015897"
"109","1.0558427969614665","1.0558427969614665","1.0558427969614665"
"110","1.057652884059482","1.057652884059482","1.057652884059482"
"111","1.0565055343839858","1.0565055343839858","1.0565055343839858"
"112","1.0558014048470392","1.0558014048470392","1.0558014048470392"
"113","1.0547345479329426","1.0547345479329426","1.0547345479329426"
"114","1.052335262298584","1.052335262298584","1.052335262298584"
"115","1.054659538798862","1.054659538798862","1.054659538798862"
"116","1.0523812770843506","1.0523812770843506","1.0523812770843506"
"117","1.051431761847602","1.051431761847602","1.051431761847602"
"118","1.0481620232264202","1.0481620232264202","1.0481620232264202"
"119","1.0488434500164456","1.0488434500164456","1.0488434500164456"
"120","1.0484487745496962","1.0484487745496962","1.0484487745496962"
"121","1.0461763143539429","1.0461763143539429","1.0461763143539429"
"122","1.0472432904773288","1.0472432904773288","1.0472432904773288"
"123","1.0458763440450032","1.0458763440450032","1.0458763440450032"
"124","1.0455156432257757","1.0455156432257757","1.0455156432257757"
"125","1.043087085088094","1.043087085088094","1.043087085088094"
"126","1.0411202510197957","1.0411202510197957","1.0411202510197957"
"127","1.0417526033189561","1.0417526033189561","1.0417526033189561"
"128","1.0406964355044894","1.0406964355044894","1.0406964355044894"
"129","1.0403438541624281","1.0403438541624281","1.0403438541624281"
"130","1.0383602645662096","1.0383602645662096","1.0383602645662096"
"131","1.0378700229856703","1.0378700229856703","1.0378700229856703"
"132","1.0373415019777086","1.0373415019777086","1.0373415019777086"
"133","1.036626074049208","1.036626074049208","1.036626074049208"
"134","1.0338551070955064","1.0338551070955064","1.0338551070955064"
"135","1.0350572400622897","1.0350572400622897","1.0350572400622897"
"136","1.0327720244725545","1.0327720244725545","1.0327720244725545"
"137","1.0350193050172594","1.0350193050172594","1.0350193050172594"
"138","1.031201892428928","1.031201892428928","1.031201892428928"
"139","1.0319933361477323","1.0319933361477323","1.0319933361477323"
"140","1.032379494773017","1.032379494773017","1.032379494773017"
"141","1.0295752551820543","1.0295752551820543","1.0295752551820543"
"142","1.0297630098130968","1.0297630098130968","1.0297630098130968"
"143","1.027479608853658","1.027479608853658","1.027479608853658"
"144","1.0295484728283353","1.0295484728283353","1.0295484728283353"
"145","1.0251038471857707","1.0251038471857707","1.0251038471857707"
"146","1.024628029929267","1.024628029929267","1.024628029929267"
"147","1.0255108277002971","1.0255108277002971","1.0255108277002971"
"148","1.0246475537618","1.0246475537618","1.0246475537618"
"149","1.0229514969719782","1.0229514969719782","1.0229514969719782"
"150","1.0213312572903104","1.0213312572903104","1.0213312572903104"
"151","1.0200804736879137","1.0200804736879137","1.0200804736879137"
"152","1.0214705069859822","1.0214705069859822","1.0214705069859822"
"153","1.0216276513205633","1.0216276513205633","1.0216276513205633"
"154","1.0198742416169908","1.0198742416169908","1.0198742416169908"
"155","1.019321256213718","1.019321256213718","1.019321256213718"
"156","1.021538774172465","1.021538774172465","1.021538774172465"
"157","1.0203540590074327","1.0203540590074327","1.0203540590074327"
"158","1.0192550818125408","1.0192550818125408","1.0192550818125408"
"159","1.0152138339148626","1.0152138339148626","1.0152138339148626"
"160","1.0136459403567843","1.0136459403567843","1.0136459403567843"
"161","1.0151074727376301","1.0151074727376301","1.0151074727376301"
"162","1.0101498232947455","1.0101498232947455","1.0101498232947455"
"163","1.0135858721203275","1.0135858721203275","1.0135858721203275"
"164","1.0117343796624079","1.0117343796624079","1.0117343796624079"
"165","1.0133140484491985","1.0133140484491985","1.0133140484491985"
"166","1.0086373488108318","1.0086373488108318","1.0086373488108318"
"167","1.007531762123108","1.007531762123108","1.007531762123108"
"168","1.0083484914567735","1.0083484914567735","1.0083484914567735"
"169","1.006913661956787","1.006913661956787","1.006913661956787"
"170","1.0035439994600084","1.0035439994600084","1.0035439994600084"
"171","1.005676223172082","1.005676223172082","1.005676223172082"
"172","1.0092050499386258","1.0092050499386258","1.0092050499386258"
"173","1.007096979353163","1.007096979353163","1.007096979353163"
"174","1.0031918618414137","1.0031918618414137","1.0031918618414137"
"175","1.0040515197647943","1.0040515197647943","1.0040515197647943"
"176","1.0060085720486112","1.0060085720486112","1.0060085720486112"
"177","1.0059278474913702","1.0059278474913702","1.0059278474913702"
"178","1.004207730293274","1.004207730293274","1.004207730293274"
"179","1.000789052910275","1.000789052910275","1.000789052910275"
"180","1.0031890074412029","1.0031890074412029","1.0031890074412029"
"181","1.0002628763516743","1.0002628763516743","1.0002628763516743"
"182","1.0013636880450778","1.0013636880450778","1.0013636880450778"
"183","1.0024992293781705","1.0024992293781705","1.0024992293781705"
"184","0.9999432100190057","0.9999432100190057","0.9999432100190057"
"185","0.9991223745875888","0.9991223745875888","0.9991223745875888"
"186","0.9980136884583367","0.9980136884583367","0.9980136884583367"
"187","0.9984189669291178","0.9984189669291178","0.9984189669291178"
"188","0.9972306026352776","0.9972306026352776","0.9972306026352776"
"189","0.9946022828420004","0.9946022828420004","0.9946022828420004"
"190","0.9940651456514994","0.9940651456514994","0.9940651456514994"
"191","0.9934487806426154","0.9934487806426154","0.9934487806426154"
"192","0.9920095933808221","0.9920095933808221","0.9920095933808221"
"193","0.9911476572354635","0.9911476572354635","0.9911476572354635"
"194","0.9893507030275133","0.9893507030275133","0.9893507030275133"
"195","0.9943515923288133","0.9943515923288133","0.9943515923288133"
"196","0.9969549708896213","0.9969549708896213","0.9969549708896213"
"197","0.9954040315416124","0.9954040315416124","0.9954040315416124"
"198","0.9921726319524977","0.9921726319524977","0.9921726319524977"
"199","0.992878622478909","0.992878622478909","0.992878622478909"
"200","0.9889012575149536","0.9889012575149536","0.9889012575149536"
