"Step","centralized_office_home_epochs_200 - train/loss","centralized_office_home_epochs_200 - train/loss__MIN","centralized_office_home_epochs_200 - train/loss__MAX"
"112","34.9420280456543","34.9420280456543","34.9420280456543"
"113","34.63107172648112","34.63107172648112","34.63107172648112"
"114","34.77637227376302","34.77637227376302","34.77637227376302"
"115","34.7516000535753","34.7516000535753","34.7516000535753"
"116","34.786793602837456","34.786793602837456","34.786793602837456"
"117","34.69073910183377","34.69073910183377","34.69073910183377"
"118","34.72320641411675","34.72320641411675","34.72320641411675"
"119","34.6729359096951","34.6729359096951","34.6729359096951"
"120","34.67249721950955","34.67249721950955","34.67249721950955"
"121","34.534695095486114","34.534695095486114","34.534695095486114"
"122","34.70121553209093","34.70121553209093","34.70121553209093"
"123","34.623682234022354","34.623682234022354","34.623682234022354"
"124","34.573658837212456","34.573658837212456","34.573658837212456"
"125","34.529391818576386","34.529391818576386","34.529391818576386"
"126","34.58106401231554","34.58106401231554","34.58106401231554"
"127","34.59725655449761","34.59725655449761","34.59725655449761"
"128","34.513223012288414","34.513223012288414","34.513223012288414"
"129","34.53735902574327","34.53735902574327","34.53735902574327"
"130","34.449557834201386","34.449557834201386","34.449557834201386"
"131","34.41445117526584","34.41445117526584","34.41445117526584"
"132","34.51510450575087","34.51510450575087","34.51510450575087"
"133","34.518457624647354","34.518457624647354","34.518457624647354"
"134","34.41522683037652","34.41522683037652","34.41522683037652"
"135","34.430938720703125","34.430938720703125","34.430938720703125"
"136","34.41269005669488","34.41269005669488","34.41269005669488"
"137","34.443251291910805","34.443251291910805","34.443251291910805"
"138","34.32172732883029","34.32172732883029","34.32172732883029"
"139","34.3441039191352","34.3441039191352","34.3441039191352"
"140","34.314471350775825","34.314471350775825","34.314471350775825"
"141","34.41948106553819","34.41948106553819","34.41948106553819"
"142","34.42656792534722","34.42656792534722","34.42656792534722"
"143","34.38572311401367","34.38572311401367","34.38572311401367"
"144","34.201015896267364","34.201015896267364","34.201015896267364"
"145","34.22816636827257","34.22816636827257","34.22816636827257"
"146","34.15244462754991","34.15244462754991","34.15244462754991"
"147","34.29199727376302","34.29199727376302","34.29199727376302"
"148","34.25971391465929","34.25971391465929","34.25971391465929"
"149","34.10713407728407","34.10713407728407","34.10713407728407"
"150","34.192178090413414","34.192178090413414","34.192178090413414"
"151","34.24840376112196","34.24840376112196","34.24840376112196"
"152","34.16188854641385","34.16188854641385","34.16188854641385"
"153","34.14447784423828","34.14447784423828","34.14447784423828"
"154","34.17923227945963","34.17923227945963","34.17923227945963"
"155","34.21755133734809","34.21755133734809","34.21755133734809"
"156","34.167873806423614","34.167873806423614","34.167873806423614"
"157","34.160559760199654","34.160559760199654","34.160559760199654"
"158","33.99624676174588","33.99624676174588","33.99624676174588"
"159","34.067572275797524","34.067572275797524","34.067572275797524"
"160","34.005645751953125","34.005645751953125","34.005645751953125"
"161","33.963844299316406","33.963844299316406","33.963844299316406"
"162","34.00303522745768","34.00303522745768","34.00303522745768"
"163","34.143550872802734","34.143550872802734","34.143550872802734"
"164","33.95078574286567","33.95078574286567","33.95078574286567"
"165","34.03456793891059","34.03456793891059","34.03456793891059"
"166","33.95546086629232","33.95546086629232","33.95546086629232"
"167","33.87356821695963","33.87356821695963","33.87356821695963"
"168","33.89385689629449","33.89385689629449","33.89385689629449"
"169","33.82853698730469","33.82853698730469","33.82853698730469"
"170","33.84936989678277","33.84936989678277","33.84936989678277"
"171","34.02580854627821","34.02580854627821","34.02580854627821"
"172","33.95483186509874","33.95483186509874","33.95483186509874"
"173","33.74579874674479","33.74579874674479","33.74579874674479"
"174","33.84181891547309","33.84181891547309","33.84181891547309"
"175","34.039021809895836","34.039021809895836","34.039021809895836"
"176","33.807455698649086","33.807455698649086","33.807455698649086"
"177","33.94851769341363","33.94851769341363","33.94851769341363"
"178","33.792925940619575","33.792925940619575","33.792925940619575"
"179","33.89095942179362","33.89095942179362","33.89095942179362"
"180","33.93762418958876","33.93762418958876","33.93762418958876"
"181","33.7908812628852","33.7908812628852","33.7908812628852"
"182","33.73288091023763","33.73288091023763","33.73288091023763"
"183","33.90726852416992","33.90726852416992","33.90726852416992"
"184","33.78068712022569","33.78068712022569","33.78068712022569"
"185","33.79030185275607","33.79030185275607","33.79030185275607"
"186","33.57932239108615","33.57932239108615","33.57932239108615"
"187","33.91912629869249","33.91912629869249","33.91912629869249"
"188","33.66295030381944","33.66295030381944","33.66295030381944"
"189","33.719193352593315","33.719193352593315","33.719193352593315"
"190","33.730800204806854","33.730800204806854","33.730800204806854"
"191","33.587098863389755","33.587098863389755","33.587098863389755"
"192","33.59025573730469","33.59025573730469","33.59025573730469"
"193","33.59702597724067","33.59702597724067","33.59702597724067"
"194","33.78092532687717","33.78092532687717","33.78092532687717"
"195","33.69518068101671","33.69518068101671","33.69518068101671"
"196","33.8575553894043","33.8575553894043","33.8575553894043"
"197","33.62072499593099","33.62072499593099","33.62072499593099"
"198","33.74854278564453","33.74854278564453","33.74854278564453"
"199","33.513111962212456","33.513111962212456","33.513111962212456"
"200","33.620164235432945","33.620164235432945","33.620164235432945"
