"Step","centralized_office_home_epochs_200 - train/covariance_loss","centralized_office_home_epochs_200 - train/covariance_loss__MIN","centralized_office_home_epochs_200 - train/covariance_loss__MAX"
"80","2.5780981646643744","2.5780981646643744","2.5780981646643744"
"81","2.5742935869428845","2.5742935869428845","2.5742935869428845"
"82","2.5717793305714927","2.5717793305714927","2.5717793305714927"
"83","2.579912371105618","2.579912371105618","2.579912371105618"
"84","2.674152930577596","2.674152930577596","2.674152930577596"
"85","2.6099367406633167","2.6099367406633167","2.6099367406633167"
"86","2.5869320233662925","2.5869320233662925","2.5869320233662925"
"87","2.638768752415975","2.638768752415975","2.638768752415975"
"88","2.6443374156951904","2.6443374156951904","2.6443374156951904"
"89","2.642421934339735","2.642421934339735","2.642421934339735"
"90","2.631225162082248","2.631225162082248","2.631225162082248"
"91","2.673259417215983","2.673259417215983","2.673259417215983"
"92","2.612361431121826","2.612361431121826","2.612361431121826"
"93","2.666598743862576","2.666598743862576","2.666598743862576"
"94","2.708407375547621","2.708407375547621","2.708407375547621"
"95","2.665963225894504","2.665963225894504","2.665963225894504"
"96","2.65351226594713","2.65351226594713","2.65351226594713"
"97","2.6766724586486816","2.6766724586486816","2.6766724586486816"
"98","2.6709183851877847","2.6709183851877847","2.6709183851877847"
"99","2.7331323623657227","2.7331323623657227","2.7331323623657227"
"100","2.716322422027588","2.716322422027588","2.716322422027588"
"101","2.6942368348439536","2.6942368348439536","2.6942368348439536"
"102","2.737812704510159","2.737812704510159","2.737812704510159"
"103","2.7271064122517905","2.7271064122517905","2.7271064122517905"
"104","2.765194469028049","2.765194469028049","2.765194469028049"
"105","2.7350003719329834","2.7350003719329834","2.7350003719329834"
"106","2.7705376148223877","2.7705376148223877","2.7705376148223877"
"107","2.7612471050686307","2.7612471050686307","2.7612471050686307"
"108","2.7237994405958386","2.7237994405958386","2.7237994405958386"
"109","2.8462790383232965","2.8462790383232965","2.8462790383232965"
"110","2.7544879648420544","2.7544879648420544","2.7544879648420544"
"111","2.7756245136260986","2.7756245136260986","2.7756245136260986"
"112","2.7973035971323648","2.7973035971323648","2.7973035971323648"
"113","2.7845307721032038","2.7845307721032038","2.7845307721032038"
"114","2.8470222685072155","2.8470222685072155","2.8470222685072155"
"115","2.765930414199829","2.765930414199829","2.765930414199829"
"116","2.8170395957099066","2.8170395957099066","2.8170395957099066"
"117","2.80604977077908","2.80604977077908","2.80604977077908"
"118","2.8609491189320884","2.8609491189320884","2.8609491189320884"
"119","2.8561222553253174","2.8561222553253174","2.8561222553253174"
"120","2.8165372477637396","2.8165372477637396","2.8165372477637396"
"121","2.8830510245429144","2.8830510245429144","2.8830510245429144"
"122","2.8448449770609536","2.8448449770609536","2.8448449770609536"
"123","2.8676456345452204","2.8676456345452204","2.8676456345452204"
"124","2.832522922092014","2.832522922092014","2.832522922092014"
"125","2.8863909244537354","2.8863909244537354","2.8863909244537354"
"126","2.8975854184892444","2.8975854184892444","2.8975854184892444"
"127","2.8786155912611218","2.8786155912611218","2.8786155912611218"
"128","2.907275120417277","2.907275120417277","2.907275120417277"
"129","2.9114423063066273","2.9114423063066273","2.9114423063066273"
"130","2.903527577718099","2.903527577718099","2.903527577718099"
"131","2.9290574391682944","2.9290574391682944","2.9290574391682944"
"132","2.939091205596924","2.939091205596924","2.939091205596924"
"133","2.9116522206200495","2.9116522206200495","2.9116522206200495"
"134","2.9426973395877414","2.9426973395877414","2.9426973395877414"
"135","2.9377509223090277","2.9377509223090277","2.9377509223090277"
"136","2.9481387933095298","2.9481387933095298","2.9481387933095298"
"137","2.9210741255018444","2.9210741255018444","2.9210741255018444"
"138","2.971789254082574","2.971789254082574","2.971789254082574"
"139","2.9773623413509793","2.9773623413509793","2.9773623413509793"
"140","2.9245266914367676","2.9245266914367676","2.9245266914367676"
"141","2.9681440194447837","2.9681440194447837","2.9681440194447837"
"142","2.9634788036346436","2.9634788036346436","2.9634788036346436"
"143","3.023164881600274","3.023164881600274","3.023164881600274"
"144","2.965741025076972","2.965741025076972","2.965741025076972"
"145","3.0321791966756186","3.0321791966756186","3.0321791966756186"
"146","3.006279230117798","3.006279230117798","3.006279230117798"
"147","3.0146482520633273","3.0146482520633273","3.0146482520633273"
"148","3.0057980484432645","3.0057980484432645","3.0057980484432645"
"149","3.031172434488932","3.031172434488932","3.031172434488932"
"150","3.043893151813083","3.043893151813083","3.043893151813083"
"151","3.0579503377278647","3.0579503377278647","3.0579503377278647"
"152","3.0332396825154624","3.0332396825154624","3.0332396825154624"
"153","3.022601763407389","3.022601763407389","3.022601763407389"
"154","3.0496118863423667","3.0496118863423667","3.0496118863423667"
"155","3.0452753172980414","3.0452753172980414","3.0452753172980414"
"156","3.017325692706638","3.017325692706638","3.017325692706638"
"157","2.9887866973876953","2.9887866973876953","2.9887866973876953"
"158","3.039337820476956","3.039337820476956","3.039337820476956"
"159","3.1003358364105225","3.1003358364105225","3.1003358364105225"
"160","3.0903717146979437","3.0903717146979437","3.0903717146979437"
"161","3.077965603934394","3.077965603934394","3.077965603934394"
"162","3.1497658358679876","3.1497658358679876","3.1497658358679876"
"163","3.0716454717848034","3.0716454717848034","3.0716454717848034"
"164","3.0824753178490534","3.0824753178490534","3.0824753178490534"
"165","3.0782280233171253","3.0782280233171253","3.0782280233171253"
"166","3.110419432322184","3.110419432322184","3.110419432322184"
"167","3.156899717119005","3.156899717119005","3.156899717119005"
"168","3.1655113167232938","3.1655113167232938","3.1655113167232938"
"169","3.125626802444458","3.125626802444458","3.125626802444458"
"170","3.1848832501305475","3.1848832501305475","3.1848832501305475"
"171","3.1726331180996366","3.1726331180996366","3.1726331180996366"
"172","3.1139857504102917","3.1139857504102917","3.1139857504102917"
"173","3.1103159056769476","3.1103159056769476","3.1103159056769476"
"174","3.186092880037096","3.186092880037096","3.186092880037096"
"175","3.173856152428521","3.173856152428521","3.173856152428521"
"176","3.1251050896114774","3.1251050896114774","3.1251050896114774"
"177","3.0959977043999567","3.0959977043999567","3.0959977043999567"
"178","3.158412324057685","3.158412324057685","3.158412324057685"
"179","3.1747620635562472","3.1747620635562472","3.1747620635562472"
"180","3.1587625874413385","3.1587625874413385","3.1587625874413385"
"181","3.165412108103434","3.165412108103434","3.165412108103434"
"182","3.184051513671875","3.184051513671875","3.184051513671875"
"183","3.14713724454244","3.14713724454244","3.14713724454244"
"184","3.2074273427327475","3.2074273427327475","3.2074273427327475"
"185","3.185568518108792","3.185568518108792","3.185568518108792"
"186","3.173065874311659","3.173065874311659","3.173065874311659"
"187","3.236272546980116","3.236272546980116","3.236272546980116"
"188","3.1763238377041287","3.1763238377041287","3.1763238377041287"
"189","3.220458428064982","3.220458428064982","3.220458428064982"
"190","3.244696193271213","3.244696193271213","3.244696193271213"
"191","3.2370865609910755","3.2370865609910755","3.2370865609910755"
"192","3.243979189130995","3.243979189130995","3.243979189130995"
"193","3.2742465602027044","3.2742465602027044","3.2742465602027044"
"194","3.2669367260403104","3.2669367260403104","3.2669367260403104"
"195","3.199694342083401","3.199694342083401","3.199694342083401"
"196","3.2283720705244274","3.2283720705244274","3.2283720705244274"
"197","3.192822747760349","3.192822747760349","3.192822747760349"
"198","3.2399268415239124","3.2399268415239124","3.2399268415239124"
"199","3.2386745082007513","3.2386745082007513","3.2386745082007513"
"200","3.278819852405124","3.278819852405124","3.278819852405124"
