tsne_data_agent_2
tsne_dim_1,tsne_dim_2,label
1.0996972,-11.099421,6
-6.3776846,-17.712856,6
13.831191,4.750143,6
0.5191625,-2.5779808,6
-4.247324,5.1735873,6
-0.5526825,-15.401152,6
-10.951374,-1.0264488,6
-11.248593,-1.1795112,6
-1.0048825,-1.0983708,6
0.022561837,-16.559946,6
-5.678631,-3.0894039,6
-13.175868,12.316163,6
0.7215422,-15.740513,6
-17.117762,-0.40229917,6
5.437404,-16.621428,6
-7.2743945,-3.4897358,6
-21.83274,-3.043798,6
-12.176348,8.369807,6
-1.9626595,-6.622953,6
-8.778848,-16.849102,6
-25.613152,23.14995,6
-5.955931,-9.674488,6
-23.526434,-0.45369673,6
8.443519,16.020578,6
-16.096968,-9.6745,6
13.328092,3.94258,6
15.458757,-2.6059139,6
2.161364,-15.036219,6
13.7698965,-7.155034,6
-21.5583,2.0700147,6
-4.182442,0.61873555,6
-10.537544,-15.256622,6
-18.375343,0.6503352,6
16.360498,2.7962763,6
-12.753963,-13.6099615,6
18.318848,11.1089,6
-8.462414,-14.556038,6
-4.295798,-2.6723118,6
-0.07809771,-3.737517,6
14.099795,0.04536696,6
-2.558141,-7.8735485,6
-7.6846304,-15.600215,6
13.020129,-0.5729528,6
5.8375115,-19.387661,6
16.243584,3.8289552,6
-10.264956,2.3310728,6
9.798274,13.942738,6
-16.101366,-2.6112165,6
22.7104,6.1955657,6
-2.8807635,4.68195,6
-1.683844,-15.153979,6
21.116995,7.6058087,6
7.080395,13.591234,6
19.773304,7.6527996,6
15.57486,-0.75943756,6
-16.16071,0.13467363,6
-15.803368,0.78035384,6
5.9889793,-2.0943189,6
-4.847294,-10.263948,6
-9.160605,-16.970308,6
-9.142637,-15.713488,6
-19.874125,-4.2596154,6
5.8095565,-6.6546507,6
18.716372,1.2189556,6
-0.50110334,3.4736943,6
-12.46174,0.8835262,6
-19.052843,-4.775324,6
-9.63188,-15.7474785,6
18.973547,7.2928276,6
-5.421997,-7.2421536,6
18.665512,6.267085,6
-17.012487,-10.805556,6
-22.202099,-0.81805325,6
-2.0051723,-16.285706,6
0.6465664,-17.146063,6
-17.921864,-9.644377,6
-5.0453544,5.301317,6
12.626642,0.84365463,7
23.732246,-6.6045957,7
11.45985,0.059737492,7
7.744362,-2.2141013,7
7.9379997,2.5471537,7
8.172605,-5.6714497,7
17.171951,9.786135,7
21.472738,-4.682997,7
0.18800575,3.6051588,7
5.5640817,5.3028283,7
4.5260816,11.773285,7
-2.9686,2.9225073,7
21.685478,-2.2730298,7
9.851411,-6.3880973,7
24.704477,-4.841629,7
7.3974104,4.069254,7
16.220778,1.7720523,7
8.122277,1.6240797,7
1.664417,-10.425616,7
7.7564206,-3.7526693,7
6.897326,2.8164585,7
-1.0057647,5.7120986,7
24.607473,-4.6631007,7
8.555171,1.8546271,7
12.449301,-0.30623043,7
11.189254,-7.0236893,7
7.6165977,4.8381543,7
10.275792,17.736975,7
9.293553,-0.44080907,7
23.238153,-3.7298396,7
7.7319155,-3.19414,7
6.5883546,5.054797,7
1.8777882,9.520822,7
11.016083,5.2185087,7
10.720188,-5.936575,7
23.964073,-2.3454938,7
7.311765,-4.405927,7
9.925591,-6.8749285,7
23.363,-4.388991,7
4.683339,12.501857,7
8.150657,3.173742,7
-17.73225,10.723995,7
7.317672,-0.5835402,7
18.416039,-1.6830066,7
9.12649,2.8737957,7
4.994777,2.5324316,7
17.233576,9.477408,7
11.762126,2.8427126,7
9.958729,5.485171,7
22.624725,-3.9892468,7
12.516526,-3.272326,7
23.175013,10.788587,7
20.268541,-5.761938,7
9.08777,4.1397557,7
-2.9219475,6.334482,7
11.901717,0.8155222,7
5.7486157,6.0130596,7
8.197595,-5.221143,7
-9.711733,-17.346617,7
5.6790695,6.299961,7
24.410013,-3.7422535,7
-0.42001477,5.5348024,7
22.107424,-2.9588273,7
9.86817,3.3952897,7
16.892332,7.6732507,7
15.483587,2.2995672,7
23.987072,11.065406,7
4.3501725,-9.452737,7
10.564568,-2.4806643,7
13.643085,14.763378,7
10.084178,1.7109389,7
-8.912716,19.823652,7
3.6867733,12.711513,7
17.452896,-21.355457,8
12.587969,-23.297333,8
16.201921,-22.575912,8
0.9604437,-2.1607208,8
11.610367,-22.481611,8
13.064469,-24.575916,8
3.6462872,-11.268715,8
4.1300426,-9.764089,8
10.962812,-18.517443,8
17.730017,-24.178717,8
3.7702525,-23.86444,8
16.921333,-20.85132,8
4.79238,-21.305658,8
6.308605,-20.871422,8
-10.328046,14.430342,8
23.292843,-6.0127764,8
14.629256,-21.57082,8
5.682146,-24.146852,8
-0.396568,-20.357033,8
3.5704415,-23.07584,8
-5.200693,-10.737368,8
17.088333,-18.613182,8
4.842833,-22.66399,8
14.326073,-19.869799,8
8.30021,-21.505424,8
17.211403,-22.319044,8
6.7248626,-25.172039,8
9.956365,-18.502485,8
4.3569093,-24.217304,8
17.904943,-23.215137,8
2.8192348,-22.94747,8
6.3849015,-22.68183,8
9.331849,-19.82972,8
5.208918,-24.51302,8
14.936414,-22.67229,8
6.05768,-26.266285,8
6.4790573,-27.267456,8
7.034589,-22.190006,8
8.47553,-22.745005,8
11.550453,-18.64903,8
1.563064,-4.1282063,8
18.938194,-23.95789,8
10.567967,-15.714902,8
4.009894,-25.460905,8
15.196382,-22.01686,8
3.7617376,-20.233547,8
-3.2032754,-19.040232,8
5.3898354,-21.824442,8
13.7731,-20.148954,8
15.48878,-22.763285,8
15.762096,-21.61705,8
8.261458,-25.161627,8
7.3901477,-20.845911,8
10.707057,-22.79696,8
10.565699,-21.179287,8
9.910042,-21.307503,8
11.844087,-24.941408,8
8.213654,-28.322544,8
11.152624,-20.108118,8
6.881644,-27.85357,8
12.047033,-24.750214,8
12.478357,-25.023846,8
10.274758,-15.094327,8
15.940336,-23.402224,8
20.356556,2.1691658,8
10.256193,-22.093939,8
14.3404255,-23.476395,8
4.6583843,-25.444242,8
-23.366873,25.425282,9
-9.622385,19.748287,9
-11.332379,14.825897,9
-22.083199,23.941338,9
-19.361761,20.86209,9
-19.068731,27.469416,9
-11.581454,-10.644986,9
-23.386099,20.58255,9
-16.444147,15.338862,9
-16.99222,-1.0060326,9
-20.380852,12.1595745,9
-11.300074,13.170726,9
-24.52107,24.173065,9
-20.420374,26.176104,9
-16.876627,20.891502,9
-17.230864,22.708233,9
-25.46005,26.124372,9
-22.006807,23.247885,9
-15.888044,20.54243,9
-26.15271,0.41406876,9
-13.867641,-10.581278,9
-16.935032,22.964104,9
-15.191906,21.099684,9
-21.13949,26.654951,9
-23.115976,21.671211,9
-25.442352,26.107014,9
-20.81144,24.767908,9
-25.497478,1.1924179,9
-22.349974,17.176588,9
-21.568829,15.169851,9
-15.902429,15.656247,9
-23.616564,21.608715,9
-20.641504,17.472536,9
-16.0527,17.005482,9
-23.30029,14.530952,9
-22.549831,14.899918,9
-22.327042,15.908468,9
-21.832056,10.357439,9
-24.41891,20.003778,9
-12.048639,18.767815,9
-20.979393,11.446128,9
-4.4637017,19.413965,9
-24.447756,17.631975,9
-21.35838,13.484089,9
-21.085407,25.545267,9
-19.538612,10.284284,9
-7.5232086,20.369867,9
-21.946936,21.489273,9
-21.302946,21.60111,9
-17.814678,18.564407,9
-24.05478,16.573332,9
-7.1943836,19.38393,9
-24.985765,1.7045636,9
-20.50167,27.377928,9
-18.018019,20.041925,9
-24.873014,2.803101,9
-15.409541,17.148094,9
-16.427235,19.3572,9
-19.419022,24.317923,9
-19.714064,20.910978,9
-25.97973,-0.17964576,9
-21.595892,18.449522,9
-23.798197,19.146727,9
-18.296375,24.51348,9
-19.722252,18.60173,9
-21.865244,26.266348,9
-18.536396,23.463337,9
-11.967612,16.792166,9
-11.806115,15.759844,9
-22.853912,17.040981,9
-11.540417,21.716154,9
-20.222876,18.178537,9
-15.434299,-9.265988,9
-22.607056,18.078026,9
-21.204689,16.822027,9
-3.5763047,19.297678,9
-17.6901,21.305532,9
-20.043343,23.125257,9
-16.382267,15.853514,9
-11.120625,10.984351,9
-24.503838,23.094488,9
-3.5599537,19.296835,9
-19.505114,27.298702,9
-15.989095,22.01398,9
-2.0991354,8.3296795,9
-20.563818,23.60695,9
-19.079062,11.900763,9
-19.037422,22.39125,9
-20.074919,25.726263,9
-22.050856,24.45903,9
-23.460901,19.431686,9
-0.17373854,-2.4387362,9
-18.364382,19.735632,9
-15.79243,18.9773,9
-22.855116,23.52048,9
-10.5071945,-11.934856,9
-22.439228,2.385966,9
-13.800214,19.740181,9
-12.519189,7.9713373,9
