tsne_data_agent_0
tsne_dim_1,tsne_dim_2,label
-21.424606,8.506045,5
14.524537,16.744995,5
0.2768077,12.74206,5
-9.093818,13.117375,5
-8.392854,14.734378,5
-0.37163657,7.0459676,5
1.0251703,10.334092,5
-2.8995905,16.255432,5
-0.42717767,8.792307,5
16.976809,11.6538,5
12.597915,-2.5615458,5
-1.5621568,8.468278,5
-0.3649467,10.127682,5
-1.3349853,14.362497,5
32.354,5.9635773,5
9.066202,10.725295,5
-7.28585,11.998135,5
-0.16358948,10.848029,5
15.214946,10.970285,5
-10.208854,13.635064,5
-13.51081,7.066069,5
-1.5272354,15.568351,5
0.62281024,12.554733,5
-4.997687,10.882522,5
21.272749,10.996771,5
-13.35308,5.283387,5
-4.4090657,17.00425,5
3.2637382,12.065493,5
-18.18412,6.502923,5
-5.084846,14.90942,5
1.3228447,13.052453,5
-20.848127,-5.5579286,5
11.35815,14.878809,5
-16.413969,0.049293403,5
-5.362453,12.777191,5
18.500622,10.219247,5
-23.667458,5.5428896,5
-6.6965594,4.0589094,5
14.748882,15.676436,5
-18.972544,5.389362,5
-1.6374034,12.547725,5
-16.455801,8.359784,5
-6.152738,16.912632,5
-3.1334162,15.375957,5
-4.012942,14.241723,5
-1.5986762,10.463878,5
13.200397,7.1607184,5
17.743912,12.019117,5
-8.407183,13.416157,5
-4.536648,15.028713,5
11.506909,7.1288996,5
12.434081,-7.105702,5
15.459782,11.30777,5
36.65287,1.7216556,5
-20.59079,9.341755,5
15.681972,12.146366,5
-10.631107,-9.695136,5
-1.5858277,12.292987,5
-14.248699,8.480262,5
19.431684,12.747682,5
-9.917495,-10.63387,6
-1.8806438,19.429428,6
19.621044,11.096375,6
-11.689211,8.093624,6
-20.298857,9.768556,6
2.0845969,-10.114943,6
6.044011,17.88047,6
13.393402,-0.4940983,6
-15.030473,8.012537,6
2.1651874,8.353793,6
2.2157764,8.431695,6
6.106164,15.720171,6
-15.487862,7.445642,6
-5.2445426,8.86706,6
2.689668,21.253212,6
-17.030176,6.0047426,6
13.529116,12.874299,6
-22.879774,5.5542803,6
0.6797465,8.427955,6
14.244878,15.319641,6
12.911833,-10.829124,6
-9.812869,3.491697,6
-14.925988,14.06884,6
20.07895,0.49782372,6
-11.668752,11.637083,6
17.586319,14.923514,6
10.869115,-5.3624473,6
1.2495471,20.945635,6
2.7417672,-8.497237,6
-16.018768,-5.8825083,6
-6.737026,13.792386,6
-17.829163,5.056037,6
18.446882,14.668729,6
1.3942955,21.01248,6
-6.482228,8.612174,6
7.4426975,15.895874,6
-17.445284,-11.923996,6
-1.8263845,14.815118,6
-9.405838,-13.425971,6
-12.394281,15.725644,6
-11.416335,10.713968,6
-12.988848,19.346561,6
-13.089594,2.0768569,6
13.199425,11.945227,6
-14.008257,11.155431,6
-14.124908,3.7542024,6
-22.07191,4.7284665,6
-15.712563,-11.831101,6
11.669798,7.9114933,6
-8.571318,-11.143081,6
-9.873363,10.82392,6
-20.703629,-5.8220797,6
32.85,6.0325975,6
-6.9212985,10.725284,6
-8.235355,-8.981472,6
6.761177,-9.912203,6
-8.115054,-10.965006,6
-12.317819,2.507376,6
12.078475,12.01477,6
12.793276,11.218889,6
1.2417626,0.3413284,6
-12.386957,11.913037,6
-14.419008,14.58257,6
-13.587351,15.257445,6
13.449775,13.5136385,6
-5.4070377,7.9643726,6
-13.407915,-9.012187,6
-0.20737933,3.1254334,6
8.772729,2.2754874,6
11.354693,12.170304,6
-13.841963,15.553012,6
-6.915726,-10.53343,6
-8.5668545,9.43957,6
-8.552727,-8.934211,6
-13.484911,16.664238,6
15.892121,14.32738,6
-20.217318,6.460538,6
-21.407135,3.8560395,6
-1.8787028,19.4325,6
9.492054,-5.10546,6
-5.147662,-4.0486555,7
-10.110975,-19.61346,7
-4.730424,-4.0545692,7
-4.5050445,0.46288955,7
-2.9691358,-2.9907653,7
-4.003126,3.0915306,7
-9.187799,-13.8180065,7
-5.1873627,-4.842582,7
-0.59330654,1.2929066,7
6.392235,-13.427432,7
5.29585,-10.029461,7
34.723484,4.886113,7
-6.387718,-13.741097,7
-10.358686,-0.67101324,7
5.2303553,-7.116022,7
3.9167457,-15.483264,7
3.0340567,-7.030411,7
-2.6735945,-1.6922234,7
-15.346938,5.0054827,7
-4.2245164,1.7470835,7
-1.3443874,-2.2363403,7
5.071133,-5.681708,7
5.4096847,-7.93988,7
-2.0763257,-2.5649545,7
-5.526845,-6.343061,7
-16.740273,2.969818,7
4.5753784,-14.893296,7
-2.2852929,-21.221754,7
-3.8034954,11.704804,7
0.9468401,-12.904728,7
-3.9666457,1.5401986,7
5.357994,-14.953556,7
6.539165,-2.9240918,7
5.8454065,-11.416496,7
-15.419843,2.408917,7
2.7648735,-13.204342,7
-4.5163155,-1.1218923,7
-11.172782,-1.1467009,7
0.16181546,-13.274574,7
5.434558,-10.763816,7
-1.6419132,-3.4050872,7
8.098317,-21.605757,7
-4.4473095,0.1711058,7
0.10337598,-10.15248,7
2.3215754,-12.7910385,7
-6.9798217,-9.023338,7
3.3337185,-7.6116347,7
1.931897,-10.776011,7
4.8079247,-12.2706175,7
0.21293096,-12.305749,7
-17.112679,-0.77554387,7
-5.3864126,-13.729178,7
-16.292252,0.35503247,7
2.6671507,-14.24886,7
11.412465,-1.0162596,7
-2.8802655,-4.06086,7
6.8563304,-14.666269,7
-2.6699536,3.1265087,7
-14.129188,14.21876,7
6.9955783,-14.975884,7
-0.64264,-14.20667,7
-0.38890043,2.7690136,7
-10.623248,-18.271042,7
4.1113963,-13.284289,7
-4.406888,-9.28125,7
-3.183389,-5.3613973,7
-2.2107933,-12.865455,7
6.6046724,8.323682,7
-6.5095167,-2.5584266,7
-2.7597632,-18.724636,7
-0.46489063,-1.0521001,7
35.2941,3.167396,7
7.220252,-11.917032,7
-32.413254,-5.1322093,8
-25.43405,-3.8633547,8
-30.836042,-2.8738308,8
5.2936397,17.494762,8
-24.799583,-1.419345,8
-29.750862,-1.360123,8
-26.26237,-0.19130602,8
-21.98647,-0.5565498,8
-24.627876,2.8751554,8
-33.416527,-2.4392786,8
-28.209791,6.6307826,8
-32.110302,-4.9118786,8
-24.50549,4.3206806,8
-27.007336,3.2945611,8
8.538657,10.904095,8
-9.942332,-17.00436,8
-31.392565,-0.7658831,8
-27.489141,4.807004,8
-19.066565,1.1142242,8
-28.675886,6.0772634,8
-11.636053,10.521092,8
-22.700958,-11.957995,8
-25.103727,5.207777,8
-22.630503,-11.977587,8
-30.043104,3.8586624,8
-32.3638,-4.115383,8
-28.581823,3.3849833,8
-18.38956,-11.81464,8
-29.397984,6.3063774,8
-33.536945,-3.436299,8
-27.598274,6.122985,8
-24.11572,7.0197754,8
-25.003605,1.8145176,8
-26.96317,5.240008,8
-32.149094,-0.8537948,8
-28.478525,4.839338,8
-28.40287,0.36433247,8
-29.13859,4.8984704,8
-27.062057,2.3732252,8
-23.208921,2.1181211,8
-12.981807,19.303125,8
-22.03196,-5.609808,8
-17.142208,-9.013782,8
-27.432854,7.601512,8
-31.593145,-1.6843617,8
-25.36058,6.2866454,8
-23.54776,9.149036,8
-25.879822,4.5179157,8
-19.733614,-11.206388,8
-32.665054,-1.3400048,8
-32.237907,-1.8252082,8
-27.787088,-1.6060014,8
-25.981064,2.8962343,8
-30.440245,-0.75370073,8
-26.245447,1.1773384,8
-25.915462,1.8606961,8
-27.400797,-2.79614,8
-30.948088,5.168993,8
-28.756187,2.0714025,8
-30.05144,0.099638276,8
-27.766827,-2.9889803,8
-28.850485,-2.7913992,8
-19.330276,-10.468245,8
-31.633198,-2.497823,8
-22.604944,-2.2491987,8
-24.28214,0.69694895,8
-31.30193,0.05332119,8
-26.587793,7.578256,8
33.730186,1.1713505,9
28.987932,-4.8920865,9
11.282383,8.729478,9
37.795994,-3.0057075,9
33.887726,-2.756632,9
38.648785,-5.0831,9
-3.6147697,13.425852,9
36.622784,-0.07884218,9
25.354473,0.75428283,9
11.844076,14.806864,9
23.003288,7.6918273,9
15.065023,1.1290175,9
37.70958,2.3059735,9
40.975925,-3.3543634,9
31.544552,-4.0329514,9
32.55137,-4.2871833,9
39.44354,0.796139,9
37.509624,-2.5984733,9
26.027613,-1.371243,9
21.673618,13.258603,9
-6.2827687,16.832241,9
33.1432,-4.2624283,9
26.6319,-1.7771728,9
38.672825,-3.9227812,9
38.10385,-0.3825053,9
39.332054,0.99308556,9
39.764786,-1.7939185,9
21.14482,12.785027,9
30.804214,1.4151298,9
30.79536,-0.12527831,9
24.344625,0.8842119,9
37.515064,0.1868712,9
30.218998,0.7498751,9
29.72495,-3.2156463,9
32.712856,-0.84481025,9
30.651196,3.0605576,9
27.151583,2.6901736,9
20.448181,6.9667387,9
36.79111,0.8025299,9
27.943127,-4.4331603,9
23.301424,5.870336,9
8.948243,-16.592348,9
30.948732,3.3309953,9
25.483664,3.432108,9
39.382984,-3.0331292,9
22.544643,8.427835,9
24.210796,-5.4208007,9
35.696987,-0.4854527,9
37.414154,-1.0484279,9
28.180054,-0.7497327,9
27.975155,3.3953981,9
23.935984,-5.663704,9
21.191496,11.970786,9
41.340145,-4.254219,9
30.06825,-2.038471,9
22.11284,12.272226,9
23.8202,-0.57258767,9
31.190138,-2.534763,9
39.440453,-4.392463,9
34.43974,-2.9453971,9
21.044714,13.7321205,9
28.719995,1.4928621,9
38.691776,-1.4055225,9
36.986893,-3.781043,9
29.305786,0.6710711,9
40.65587,-4.5984106,9
37.213776,-4.1906962,9
26.421902,-4.7388783,9
18.909262,0.23379108,9
29.911415,2.0858064,9
24.755793,-2.0315652,9
29.796848,0.39150494,9
-2.2197864,18.69474,9
33.938633,-0.12886745,9
27.612867,1.5160987,9
8.267485,-15.121604,9
30.828234,-3.5927565,9
35.87398,-2.192241,9
24.623129,0.1066273,9
11.706196,-8.395774,9
32.83649,2.4196403,9
8.241298,-15.90032,9
39.64727,-5.242791,9
32.295906,-3.098618,9
15.157187,-4.130601,9
36.647945,-2.0402093,9
24.019125,4.7390943,9
35.9933,-3.3151336,9
39.885017,-3.3762925,9
35.677834,-4.4594636,9
38.222683,-1.4680562,9
5.98639,16.521244,9
29.408804,-1.7188662,9
27.402004,0.5364517,9
35.683697,0.9000613,9
-6.7660675,14.265803,9
19.1091,12.249844,9
31.307007,-5.3968186,9
13.093385,-10.474529,9
